month,entity,division,product,product_family,product_subfamily,product_type,quality_tier,generation,age_0_30,age_31_60,age_61_90,age_91_180,age_180_plus,inventory_value,monthly_usage,coverage_months,months_since_sale,slow_moving_value,obsolescence_risk_value,stock_status,inventory_risk_multiplier,provision_age_0_30,provision_age_31_60,provision_age_61_90,provision_age_91_180,provision_age_180_plus,gross_inventory,inventory_provision,net_inventory,provision_pct
2023-09,DE01,Hardware,HW-CTL-MCU-E,Control Systems,Controllers,Compact Controller,Essential,G1 Legacy,147324.29040000003,57404.48903788978,0.0,0.0,0.0,204728.7794378898,73662.14520000001,2.779294288566141,0,0.0,0.0,Healthy,1.0,0.0,287.02244518944894,0.0,0.0,0.0,204728.7794378898,287.02244518944894,204441.75699270036,0.001401964325570188
2023-09,DE01,Hardware,HW-CTL-MCU-P,Control Systems,Controllers,Compact Controller,Professional,G2,62021.7216,14932.125100856818,0.0,0.0,0.0,76953.84670085681,31010.8608,2.4815127576483405,0,0.0,0.0,Healthy,1.0,0.0,74.66062550428408,0.0,0.0,0.0,76953.84670085681,74.66062550428408,76879.18607535253,0.0009702000446386107
2023-09,DE01,Hardware,HW-CTL-MCU-X,Control Systems,Controllers,Compact Controller,Premium,G2,166550.58000000002,11167.29729740412,0.0,0.0,0.0,177717.8772974041,83275.29000000001,2.1341009715775727,0,0.0,0.0,Healthy,1.1,0.0,61.42013513572267,0.0,0.0,0.0,177717.8772974041,61.42013513572267,177656.45716226837,0.00034560470825868803
2023-09,DE01,Hardware,HW-CTL-RCK-E,Control Systems,Controllers,Rack Controller,Essential,G2,159271.6608,62059.74779594192,0.0,0.0,0.0,221331.40859594196,79635.8304,2.779294288566142,0,0.0,0.0,Healthy,1.0,0.0,310.2987389797096,0.0,0.0,0.0,221331.40859594196,310.2987389797096,221021.10985696226,0.0014019643255701885
2023-09,DE01,Hardware,HW-CTL-RCK-P,Control Systems,Controllers,Rack Controller,Professional,G2,171751.86000000002,41350.35586991583,0.0,0.0,0.0,213102.21586991585,85875.93000000001,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,206.75177934957915,0.0,0.0,0.0,213102.21586991585,206.75177934957915,212895.46409056627,0.0009702000446386105
2023-09,DE01,Hardware,HW-CTL-RDN-E,Control Systems,Resilient Control,Redundant Controller,Essential,G2,150329.6064,58575.50183495804,0.0,0.0,0.0,208905.108234958,75164.8032,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,292.8775091747902,0.0,0.0,0.0,208905.108234958,292.8775091747902,208612.2307257832,0.0014019643255701888
2023-09,DE01,Hardware,HW-CTL-RDN-P,Control Systems,Resilient Control,Redundant Controller,Professional,G2,189190.9224,45548.92138342858,0.0,0.0,0.0,234739.84378342857,94595.4612,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,227.74460691714287,0.0,0.0,0.0,234739.84378342857,227.74460691714287,234512.09917651143,0.0009702000446386106
2023-09,DE01,Hardware,HW-CTL-RDN-X,Control Systems,Resilient Control,Redundant Controller,Premium,G2,135551.05920000002,9088.764368544507,0.0,0.0,0.0,144639.82356854453,67775.52960000001,2.1341009715775723,0,0.0,0.0,Healthy,1.1,0.0,49.988204026994794,0.0,0.0,0.0,144639.82356854453,49.988204026994794,144589.83536451752,0.000345604708258687
2023-09,DE01,Hardware,HW-CTL-SAF-E,Control Systems,Resilient Control,Safety Controller,Essential,G2,192177.2736,74881.32585434639,0.0,0.0,0.0,267058.5994543464,96088.6368,2.779294288566142,0,0.0,0.0,Healthy,1.0,0.0,374.40662927173196,0.0,0.0,0.0,267058.5994543464,374.40662927173196,266684.19282507466,0.0014019643255701888
2023-09,DE01,Hardware,HW-CTL-SAF-P,Control Systems,Resilient Control,Safety Controller,Professional,G2,41474.2896,9985.199778400936,0.0,0.0,0.0,51459.48937840093,20737.1448,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,49.925998892004685,0.0,0.0,0.0,51459.48937840093,49.925998892004685,51409.56337950893,0.0009702000446386105
2023-09,DE01,Hardware,HW-EDG-AI-E,Edge Appliances,Compute,AI Edge Appliance,Essential,G2,161833.3776,63057.91343152386,0.0,0.0,0.0,224891.29103152387,80916.6888,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,315.28956715761933,0.0,0.0,0.0,224891.29103152387,315.28956715761933,224576.00146436624,0.0014019643255701885
2023-09,DE01,Hardware,HW-EDG-AI-P,Edge Appliances,Compute,AI Edge Appliance,Professional,G2,97792.0128,23544.05087965489,0.0,0.0,0.0,121336.06367965492,48896.006400000006,2.4815127576483405,0,0.0,0.0,Healthy,1.0,0.0,117.72025439827445,0.0,0.0,0.0,121336.06367965492,117.72025439827445,121218.34342525665,0.0009702000446386101
2023-09,DE01,Hardware,HW-EDG-AI-X,Edge Appliances,Compute,AI Edge Appliance,Premium,G2,175206.84480000005,11747.704057360475,0.0,0.0,0.0,186954.54885736053,87603.42240000002,2.1341009715775723,0,0.0,0.0,Healthy,1.1,0.0,64.61237231548262,0.0,0.0,0.0,186954.54885736053,64.61237231548262,186889.93648504504,0.0003456047082586875
2023-09,DE01,Hardware,HW-EDG-CMP-E,Edge Appliances,Compute,Edge Compute Node,Essential,G2,177230.57040000003,69057.3856360197,0.0,0.0,0.0,246287.9560360197,88615.28520000001,2.779294288566141,0,0.0,0.0,Healthy,1.0,0.0,345.28692818009847,0.0,0.0,0.0,246287.9560360197,345.28692818009847,245942.66910783958,0.0014019643255701881
2023-09,DE01,Hardware,HW-EDG-CMP-P,Edge Appliances,Compute,Edge Compute Node,Professional,G2,133827.6816,32219.868008450023,0.0,0.0,0.0,166047.54960845003,66913.8408,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,161.0993400422501,0.0,0.0,0.0,166047.54960845003,161.0993400422501,165886.4502684078,0.0009702000446386105
2023-09,DE01,Hardware,HW-EDG-CMP-X,Edge Appliances,Compute,Edge Compute Node,Premium,G2,79903.7784,5357.587158079521,0.0,0.0,0.0,85261.36555807952,39951.8892,2.1341009715775723,0,0.0,0.0,Healthy,1.1,0.0,29.466729369437367,0.0,0.0,0.0,85261.36555807952,29.466729369437367,85231.89882871008,0.0003456047082586874
2023-09,DE01,Hardware,HW-EDG-GTW-E,Edge Appliances,Gateways,Industrial Gateway,Essential,G1 Legacy,138950.0352,54141.48441371214,0.0,0.0,0.0,193091.51961371212,69475.0176,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,270.70742206856073,0.0,0.0,0.0,193091.51961371212,270.70742206856073,192820.81219164358,0.0014019643255701885
2023-09,DE01,Hardware,HW-EDG-GTW-P,Edge Appliances,Gateways,Industrial Gateway,Professional,G2,146240.64,35208.3669233291,0.0,0.0,0.0,181449.0069233291,73120.32,2.4815127576483405,0,0.0,0.0,Healthy,1.0,0.0,176.0418346166455,0.0,0.0,0.0,181449.0069233291,176.0418346166455,181272.96508871246,0.0009702000446386108
2023-09,DE01,Hardware,HW-EDG-GTW-X,Edge Appliances,Gateways,Industrial Gateway,Premium,G2,130902.912,8777.103840766737,0.0,0.0,0.0,139680.01584076675,65451.456000000006,2.1341009715775723,0,0.0,0.0,Healthy,1.1,0.0,48.27407112421705,0.0,0.0,0.0,139680.01584076675,48.27407112421705,139631.74176964254,0.0003456047082586876
2023-09,DE01,Hardware,HW-EDG-SEC-E,Edge Appliances,Gateways,Secure Gateway,Essential,G2,134123.4936,52260.8362625087,0.0,0.0,0.0,186384.3298625087,67061.7468,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,261.3041813125435,0.0,0.0,0.0,186384.3298625087,261.3041813125435,186123.02568119616,0.0014019643255701883
2023-09,DE01,Hardware,HW-EDG-SEC-P,Edge Appliances,Gateways,Secure Gateway,Professional,G2,121491.8568,29249.93949979265,0.0,0.0,0.0,150741.79629979265,60745.9284,2.481512757648341,0,0.0,0.0,Healthy,1.0,0.0,146.24969749896326,0.0,0.0,0.0,150741.79629979265,146.24969749896326,150595.54660229367,0.0009702000446386111
2023-09,DE01,Hardware,HW-EDG-SEC-X,Edge Appliances,Gateways,Secure Gateway,Premium,G2,72519.7752,4862.486156453582,0.0,0.0,0.0,77382.26135645359,36259.8876,2.1341009715775727,0,0.0,0.0,Healthy,1.1,0.0,26.743673860494702,0.0,0.0,0.0,77382.26135645359,26.743673860494702,77355.5176825931,0.0003456047082586882
2023-09,DE01,Hardware,HW-NET-ACC-E,Network Devices,Access,Access Node,Essential,G2,154437.732,60176.221243354245,0.0,0.0,0.0,214613.95324335425,77218.866,2.779294288566142,0,0.0,0.0,Healthy,1.0,0.0,300.88110621677123,0.0,0.0,0.0,214613.95324335425,300.88110621677123,214313.07213713747,0.001401964325570189
2023-09,DE01,Hardware,HW-NET-ACC-P,Network Devices,Access,Access Node,Professional,G2,199775.2464,48097.16490197033,0.0,0.0,0.0,247872.41130197037,99887.6232,2.4815127576483405,0,0.0,0.0,Healthy,1.0,0.0,240.48582450985168,0.0,0.0,0.0,247872.41130197037,240.48582450985168,247631.92547746052,0.0009702000446386106
2023-09,DE01,Hardware,HW-NET-ACC-X,Network Devices,Access,Access Node,Premium,G2,238430.39040000003,15986.873503129988,0.0,0.0,0.0,254417.26390313,119215.19520000002,2.1341009715775727,0,0.0,0.0,Healthy,1.1,0.0,87.92780426721494,0.0,0.0,0.0,254417.26390313,87.92780426721494,254329.33609886278,0.00034560470825868825
2023-09,DE01,Hardware,HW-NET-DST-E,Network Devices,Distribution,Distribution Node,Essential,G2,134505.3384,52409.62099838804,0.0,0.0,0.0,186914.95939838805,67252.6692,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,262.0481049919402,0.0,0.0,0.0,186914.95939838805,262.0481049919402,186652.91129339612,0.0014019643255701881
2023-09,DE01,Hardware,HW-NET-DST-X,Network Devices,Distribution,Distribution Node,Premium,G2,218308.5432,14637.693873402226,0.0,0.0,0.0,232946.23707340224,109154.2716,2.1341009715775723,0,0.0,0.0,Healthy,1.1,0.0,80.50731630371226,0.0,0.0,0.0,232946.23707340224,80.50731630371226,232865.72975709854,0.0003456047082586876
2023-09,DE01,Hardware,HW-NET-RTR-E,Network Devices,Distribution,Secure Router,Essential,G2,147384.036,57427.76874031329,0.0,0.0,0.0,204811.80474031327,73692.018,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,287.13884370156643,0.0,0.0,0.0,204811.80474031327,287.13884370156643,204524.6658966117,0.0014019643255701885
2023-09,DE01,Hardware,HW-NET-RTR-P,Network Devices,Distribution,Secure Router,Professional,G2,133590.77279999998,32162.830703650427,0.0,0.0,0.0,165753.6035036504,66795.38639999999,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,160.81415351825214,0.0,0.0,0.0,165753.6035036504,160.81415351825214,165592.78935013214,0.0009702000446386104
2023-09,DE01,Hardware,HW-NET-SWC-E,Network Devices,Access,Secure Switch,Essential,G2,97718.55120000002,38075.75441855902,0.0,0.0,0.0,135794.30561855904,48859.27560000001,2.779294288566141,0,0.0,0.0,Healthy,1.0,0.0,190.37877209279512,0.0,0.0,0.0,135794.30561855904,190.37877209279512,135603.92684646623,0.0014019643255701881
2023-09,DE01,Hardware,HW-NET-SWC-P,Network Devices,Access,Secure Switch,Professional,G2,147525.84,35517.78702139389,0.0,0.0,0.0,183043.62702139388,73762.92,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,177.58893510696944,0.0,0.0,0.0,183043.62702139388,177.58893510696944,182866.03808628692,0.0009702000446386101
2023-09,DE01,Hardware,HW-NET-SWC-X,Network Devices,Access,Secure Switch,Premium,G2,132089.57280000002,8856.670023873245,0.0,0.0,0.0,140946.24282387327,66044.78640000001,2.1341009715775723,0,0.0,0.0,Healthy,1.1,0.0,48.71168513130285,0.0,0.0,0.0,140946.24282387327,48.71168513130285,140897.53113874196,0.00034560470825868754
2023-09,DE01,Hardware,HW-SEN-BIO-E,Sensors & Readers,Readers,Biometric Reader,Essential,G2,120711.1896,47034.77031065235,0.0,0.0,0.0,167745.95991065234,60355.5948,2.7792942885661422,0,0.0,0.0,Healthy,1.0,0.0,235.17385155326176,0.0,0.0,0.0,167745.95991065234,235.17385155326176,167510.78605909907,0.0014019643255701896
2023-09,DE01,Hardware,HW-SEN-BIO-P,Sensors & Readers,Readers,Biometric Reader,Professional,G2,52067.923200000005,12535.684642526998,0.0,0.0,0.0,64603.607842527,26033.9616,2.4815127576483405,0,0.0,0.0,Healthy,1.0,0.0,62.67842321263499,0.0,0.0,0.0,64603.607842527,62.67842321263499,64540.929419314365,0.0009702000446386106
2023-09,DE01,Hardware,HW-SEN-BIO-X,Sensors & Readers,Readers,Biometric Reader,Premium,G2,46619.8632,3125.884474966755,0.0,0.0,0.0,49745.74767496676,23309.9316,2.1341009715775723,0,0.0,0.0,Healthy,1.1,0.0,17.192364612317157,0.0,0.0,0.0,49745.74767496676,17.192364612317157,49728.555310354444,0.0003456047082586872
2023-09,DE01,Hardware,HW-SEN-CAM-E,Sensors & Readers,Sensing,Vision Sensor,Essential,G2,132922.94400000002,51793.0455392985,0.0,0.0,0.0,184715.9895392985,66461.47200000001,2.779294288566141,0,0.0,0.0,Healthy,1.0,0.0,258.9652276964925,0.0,0.0,0.0,184715.9895392985,258.9652276964925,184457.024311602,0.001401964325570188
2023-09,DE01,Hardware,HW-SEN-CAM-P,Sensors & Readers,Sensing,Vision Sensor,Professional,G2,57354.7176,13808.514117858896,0.0,0.0,0.0,71163.2317178589,28677.3588,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,69.04257058929448,0.0,0.0,0.0,71163.2317178589,69.04257058929448,71094.1891472696,0.0009702000446386105
2023-09,DE01,Hardware,HW-SEN-CAM-X,Sensors & Readers,Sensing,Vision Sensor,Premium,G2,51366.700800000006,3444.162242007231,0.0,0.0,0.0,54810.86304200724,25683.350400000003,2.1341009715775723,0,0.0,0.0,Healthy,1.1,0.0,18.94289233103977,0.0,0.0,0.0,54810.86304200724,18.94289233103977,54791.920149676196,0.00034560470825868717
2023-09,DE01,Hardware,HW-SEN-HUB-E,Sensors & Readers,Sensing,Sensor Hub,Essential,G2,62421.45120000001,24322.340202085063,0.0,0.0,0.0,86743.79140208507,31210.725600000005,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,121.61170101042532,0.0,0.0,0.0,86743.79140208507,121.61170101042532,86622.17970107465,0.0014019643255701885
2023-09,DE01,Hardware,HW-SEN-HUB-P,Sensors & Readers,Sensing,Sensor Hub,Professional,G2,157165.70400000003,37838.64577039139,0.0,0.0,0.0,195004.34977039145,78582.85200000001,2.48151275764834,0,0.0,0.0,Healthy,1.0,0.0,189.19322885195695,0.0,0.0,0.0,195004.34977039145,189.19322885195695,194815.1565415395,0.0009702000446386102
2023-09,DE01,Hardware,HW-SEN-HUB-X,Sensors & Readers,Sensing,Sensor Hub,Premium,G2,56316.492000000006,3776.0481465203047,0.0,0.0,0.0,60092.54014652031,28158.246000000003,2.1341009715775727,0,0.0,0.0,Healthy,1.1,0.0,20.76826480586168,0.0,0.0,0.0,60092.54014652031,20.76826480586168,60071.77188171445,0.0003456047082586885
2023-09,DE01,Hardware,HW-SEN-RFID-E,Sensors & Readers,Readers,RFID Reader,Essential,G2,140162.03280000002,54613.7358174301,0.0,0.0,0.0,194775.7686174301,70081.01640000001,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,273.0686790871505,0.0,0.0,0.0,194775.7686174301,273.0686790871505,194502.69993834294,0.0014019643255701885
2023-09,DE01,Hardware,HW-SEN-RFID-P,Sensors & Readers,Readers,RFID Reader,Professional,G2,141017.76,33950.92524749591,0.0,0.0,0.0,174968.68524749592,70508.88,2.4815127576483405,0,0.0,0.0,Healthy,1.0,0.0,169.75462623747953,0.0,0.0,0.0,174968.68524749592,169.75462623747953,174798.93062125845,0.0009702000446386105
2023-09,DE01,Hardware,HW-TRM-FIX-E,Terminals,Fixed Terminals,Fixed Terminal,Essential,G2,76137.40800000001,29666.72360031501,0.0,0.0,0.0,105804.13160031504,38068.704000000005,2.7792942885661414,0,0.0,0.0,Healthy,1.0,0.0,148.33361800157505,0.0,0.0,0.0,105804.13160031504,148.33361800157505,105655.79798231347,0.0014019643255701875
2023-09,DE01,Hardware,HW-TRM-FIX-P,Terminals,Fixed Terminals,Fixed Terminal,Professional,G2,57451.72320000001,13831.86883484057,0.0,0.0,0.0,71283.59203484058,28725.861600000004,2.4815127576483405,0,0.0,0.0,Healthy,1.0,0.0,69.15934417420286,0.0,0.0,0.0,71283.59203484058,69.15934417420286,71214.43269066638,0.0009702000446386109
